velocity_velocity,velocity_intercept,velocity_r_squared,velocity_std_err,weight_linear_rate,weight_linear_intercept,weight_linear_r_squared,weight_sqrt_rate,weight_sqrt_intercept,weight_sqrt_r_squared,walk_diffusion_const,walk_diffusive_r_squared,walk_ballistic_r_squared
0.2858459015380868,1.337241476648726,0.8897035355630531,0.038040050702612224,0.0028352969746450554,3.5028364553686053,0.4994516686656772,0.12739481402828032,2.2366989583783687,0.6760265009867962,0.0005696316803423502,0.4218108974743666,0.22486148111475046
