time_step,avg_weight_mean,avg_weight_std,avg_weight_min,avg_weight_max,num_strings_mean,num_strings_std,kept_norm_mean,kept_norm_std
0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1,1.0060473347119243,0.039631649179351615,1.000438584955845,1.4947562045522846,16.0,0.0,1.0,6.221212756561689e-17
2,1.0110058842395901,0.04961868220258618,1.0017534744920944,1.500570924486911,39.54,2.132228880772408,1.0000000000000002,1.3968529433185142e-16
3,1.0200244499950895,0.06467339112543133,1.003942075776232,1.5019680365346855,42.719,4.846858673408965,1.0,4.304316196123852e-16
4,1.0283203458747336,0.07139706259534477,1.0070000779443764,1.5058940010611837,45.419,7.878162158777928,1.0,7.410936198327721e-16
5,1.0381072897381973,0.0799474823747582,1.0109214678373093,1.509816945083339,56.025,6.205833948793654,1.0,4.504003909392629e-16
6,1.0510574580040635,0.09246478131333391,1.015698551932262,1.513733600180464,60.303,7.158015856366864,0.9999999999999999,6.791080964874694e-16
7,1.064819329853434,0.10066041693371003,1.0213219843724213,1.5176414387984924,62.872,9.035685696171573,0.9999999999999999,7.825379247227923e-16
8,1.0783123256964635,0.10905328560521926,1.0277808009689273,1.5292254036433726,66.867,10.001965356868586,0.9999999999999999,1.0098819559644996e-15
9,1.0906608756390341,0.11218619080839201,1.0350624590235535,1.5279095156657556,70.555,11.21708406850907,0.9999999999999999,1.517525023703543e-15
10,1.103391799177225,0.11459737577024214,1.043152882794523,1.529297888344562,77.429,9.820028462280574,0.9999999999999999,1.7136104469731012e-15
11,1.1199869844571273,0.1194674338540068,1.0520365144028878,1.5331599601115644,81.481,10.867089720803747,0.9999999999999999,2.5161092940540015e-15
12,1.1399818965731996,0.12762145886950174,1.0616963699531148,1.5458779959004687,87.093,10.730999534060233,0.9999999999999999,2.480974631955489e-15
13,1.159904437683349,0.13364713617901036,1.0721141006185835,1.562144220622593,89.408,12.809041181915212,0.9999999999999999,2.6240890956973568e-15
14,1.1772502214238099,0.13554202844214963,1.0725824792848375,1.5693701404912157,91.587,14.091856903900176,0.9999999999999999,2.909947283717304e-15
15,1.1977316371308573,0.13932614005895966,1.0717652656102867,1.576548397469581,94.689,15.576208749243165,0.9999999999999998,3.247729703984824e-15
16,1.21513781795788,0.14055535209838785,1.0717695952164763,1.5836755234856663,99.319,15.493587028186857,0.9999999999999997,3.945806664517337e-15
17,1.235375397687309,0.14294758413527145,1.07259625307433,1.5987034673333915,105.462,13.93809728765014,0.9999999999999997,4.36542742714653e-15
18,1.2549981805046286,0.1433816907394212,1.0742443758413278,1.601349111313058,110.117,12.97857122336666,0.9999999999999996,4.389486850342398e-15
19,1.2754579420863221,0.14417110888929954,1.0767114569995997,1.6100984312131803,112.768,14.954202619999533,0.9999999999999996,4.772387652606392e-15
20,1.295343823114309,0.14365069310323061,1.0799933580771321,1.6146852828761344,115.516,15.976850252787678,0.9999999999999996,5.1599578377014975e-15
21,1.3148232866598932,0.14281361209627233,1.084084325890171,1.6401975361105408,119.559,16.14473657264186,0.9999999999999994,5.468925262927407e-15
22,1.3363458207113985,0.14339176436007847,1.088977015717864,1.6472694047035832,122.992,16.502422125251808,0.9999999999999993,5.779181682268427e-15
23,1.3571867509785405,0.14250175069812962,1.0946625202937055,1.670812939386697,125.673,17.61016953353946,0.9999999999999992,5.968868124883877e-15
24,1.3770801918223732,0.1416489421804591,1.1011304044723547,1.6974562406528229,128.664,18.510999540813533,0.999999999999999,6.3610983664318585e-15
25,1.3993883500038151,0.1423198691666729,1.1083687454053142,1.7282677036100582,132.907,18.16404005170658,0.999999999999999,6.823373265088492e-15
26,1.420087469700382,0.14031840407392773,1.1163641780346245,1.7400125317746686,137.604,17.153926197812552,0.9999999999999987,7.051895971815566e-15
27,1.4431462792995415,0.13895469063266547,1.125101945690479,1.7516509980896569,140.873,17.95992402545176,0.9999999999999987,7.493766920071308e-15
28,1.4638032274084936,0.13585462677522606,1.1345659555564742,1.7631827448105981,144.817,17.703093260783536,0.9999999999999986,7.814139745778114e-15
29,1.483797325998958,0.13398385866873175,1.1447388387452313,1.7746084562810476,148.605,17.204620745602035,0.9999999999999986,8.207302965578119e-15
30,1.5052624897486044,0.13308814995981763,1.1556020147075239,1.8019794797206496,151.906,17.354456603420374,0.9999999999999986,8.551964435724511e-15
