time_step,site_0,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,1.2164326350340455e-06,0.006099470943091971,0.9989998112978946,0.0009468360382715067,0.0,0.0,0.0
2,0.0,1.263870362030048e-13,1.1513643810267122e-09,4.549943959348535e-06,0.010990471059390597,0.9983173956383208,0.0016928586543993218,6.077241438737641e-07,6.788015438115768e-11,0.0
3,7.72654480646419e-16,2.193523163628479e-12,1.2309431111770965e-08,1.5081976801545926e-05,0.020630988581546432,0.9964585717492936,0.0029145991756712973,5.195250828131935e-06,9.492356803500392e-10,8.642746012974922e-14
4,1.8302991046458886e-15,1.3324267755775282e-11,2.5867179578543743e-08,3.26099855403186e-05,0.027556580050780793,0.9958205854525656,0.004898414925250194,1.2125074342622524e-05,4.5052704981289926e-09,4.796778345579217e-13
5,9.975142063408237e-15,3.9980845666233e-11,8.322811768837205e-08,5.920514444262853e-05,0.036390454806058285,0.994337854503712,0.0072925731463218,2.7105647996765535e-05,1.3212508557861694e-08,9.056968408649977e-12
6,5.290650320966415e-14,1.18037302031007e-10,2.4513454272444323e-07,0.0001035569973345158,0.04957766478508498,0.9913752017199338,0.00993791866217304,6.28351331291508e-05,3.540312976522506e-08,5.065906981624863e-11
7,1.9096567402377763e-13,3.094420958072887e-10,4.3867474643027046e-07,0.0001659532549845117,0.06160680991709998,0.9898031261737665,0.013138014500645421,0.0001049033059806329,8.357332915923571e-08,1.4325192018206857e-10
8,1.3757939816032645e-12,7.443213494937669e-10,1.1668969458800124e-06,0.000248853863266268,0.07437265689065498,0.9868632472019463,0.01664592175289243,0.00018030733329167808,1.7049347592836483e-07,5.182833439238036e-10
9,7.278589394144512e-12,1.924414730813556e-09,3.5189768923663804e-06,0.0003581321265091946,0.08511199273404524,0.9842630377975417,0.020678457970449884,0.00024539327158277406,3.398424662938111e-07,9.878471342768713e-10
10,2.8469414009352715e-11,4.718516567682162e-09,6.010207101006163e-06,0.0005048317418730925,0.0964149108023974,0.9807521214067354,0.02537334534546549,0.00033996132000287165,6.10211486287387e-07,3.3951804301630364e-09
11,6.316699915693609e-11,9.628319940207443e-09,8.27011530228528e-06,0.000702470178639651,0.11031001889928596,0.9774579826112809,0.031032220329568802,0.00047497093993902604,1.0348161026066287e-06,6.875515138864212e-09
12,1.0076757788072595e-10,1.7917859277337943e-08,1.2190393149015193e-05,0.0009396864446760285,0.1284697179870934,0.9727653067111616,0.03709303751810398,0.0007001485131196551,1.7803292370673135e-06,1.065803100004046e-08
13,1.711964013819573e-10,3.202720482460869e-08,1.898456955694161e-05,0.0012188615880862662,0.14821235115806564,0.9666281079528448,0.042809154127711295,0.0010140223188439585,2.9025191959316325e-06,2.1250635098297567e-08
