velocity_velocity,velocity_intercept,velocity_r_squared,velocity_std_err,weight_linear_rate,weight_linear_intercept,weight_linear_r_squared,weight_sqrt_rate,weight_sqrt_intercept,weight_sqrt_r_squared,walk_diffusion_const,walk_diffusive_r_squared,walk_ballistic_r_squared
0.21513985823116774,1.480532241501221,0.8776999327726025,0.0303537374593273,0.0018697937687602948,4.2700813636213,0.326603063260448,0.08850157792669433,3.3420250899685757,0.49474423606929124,0.0004506935862054737,0.278625662194765,0.1440068825457007
