time_step,front_position,front_width
0,0,0.0
1,0,0.08342481047783529
2,1,0.1113913609879905
3,1,0.1504270908728107
4,1,0.17531068736519823
5,1,0.20156430724744773
6,1,0.23241717461239875
7,1,0.25732767553766556
8,1,0.2806262674686545
9,1,0.29935866460910915
10,1,0.31775081067294947
11,1,0.33765686571289477
12,1,0.35937442073654025
13,1,0.3796499416616925
14,1,0.39404001377569686
15,1,0.41074914207249336
16,1,0.4235946836238976
17,1,0.43708916895902233
18,1,0.44807423745471003
19,1,0.4615161966491225
20,1,0.4719505964950516
21,1,0.48206523467537493
22,1,0.49123967745302327
23,1,0.5000818922399503
24,1,0.508234935336814
25,2,0.5170739522388004
26,2,0.5246405163772064
27,2,0.5325252761854931
28,2,0.5397248014921915
29,2,0.5463531038019671
30,2,0.5532266029115236
31,2,0.5588862576527049
32,2,0.5643791911752155
33,2,0.5697955170889928
34,2,0.5752828664477696
35,2,0.5804909144397614
36,2,0.5852902450364134
37,2,0.5900413443057233
38,2,0.5951729950693353
39,2,0.5999033549777409
40,2,0.605207393466155
41,2,0.6105413355299053
42,2,0.6159411735571906
43,2,0.6205853275385231
44,2,0.6259147964252237
45,2,0.6307486410720158
46,3,0.6350311130000597
47,3,0.6408347879848194
48,3,0.6451217202502806
49,3,0.6499778621943089
50,3,0.65393761240282
51,3,0.6587302374186699
52,3,0.6629933073688377
53,3,0.6680913983248516
54,3,0.6733583377093768
55,3,0.6787475456294848
56,3,0.683944953771144
57,3,0.6897040916221261
58,3,0.6953611259444241
59,3,0.700841053833819
60,3,0.7061340815965792
61,3,0.7118748907359496
62,3,0.7183933446310425
63,3,0.7248989444404951
64,3,0.731101812283507
65,3,0.7392517371438799
66,3,0.7474272120856604
67,3,0.7537079211349164
68,3,0.7597367648834239
69,3,0.7659402905907137
70,3,0.7731389193168224
71,3,0.7799541651624975
72,3,0.788063734152004
73,3,0.7952463065550393
74,3,0.801741402532517
75,3,0.8094026249622815
76,3,0.8163958689518059
77,3,0.8248398199812456
78,3,0.8333121782580925
79,3,0.8408010189310675
80,3,0.8472662167183649
81,3,0.8547418324680731
82,3,0.8618772330035911
83,3,0.8700573417157997
84,3,0.8772732911249239
85,4,0.8851920330553592
86,4,0.8930146633004936
87,4,0.9004957210102018
88,4,0.9085366046627317
89,4,0.9161239396324656
90,4,0.9232123277307916
91,4,0.9296416779688113
92,4,0.936223232067963
93,4,0.944205783959506
94,4,0.9516932855246194
95,4,0.9588977935620063
96,4,0.9665979551049703
97,4,0.9750740615317132
98,4,0.9826712278686173
99,4,0.9904574957046326
100,4,0.997769103417688
101,4,1.004818266082654
102,4,1.0122198577524775
103,4,1.0183753555331405
104,4,1.0261960454264478
105,4,1.0328874305427589
106,5,1.0427494885357989
107,5,1.0510705041900494
108,5,1.058256113902134
109,5,1.0639824066260672
110,5,1.0709034834693916
111,5,1.0777533611896672
112,5,1.0858249318624753
113,5,1.0925898778827254
114,5,1.0996517929532246
115,5,1.1070464976935488
116,5,1.114362370248694
117,5,1.1205064282480797
118,5,1.1282372058602852
119,5,1.1355780968284128
120,5,1.1424066597871818
121,5,1.1492311060504874
122,5,1.1558397617195268
123,5,1.1617485185379746
124,5,1.1668762402139259
125,5,1.172241582445682
126,5,1.1782403005419837
127,5,1.1839953438364137
128,5,1.1898046146144123
129,5,1.1951259172928528
130,5,1.1999336058350083
131,5,1.2044773914024869
132,5,1.2095064157705868
133,5,1.2151819471003071
134,5,1.2206041659441162
135,5,1.224977373014966
136,5,1.2293637309327683
137,5,1.2343716501177124
138,5,1.2396649693576303
139,5,1.2440993566583802
140,5,1.2485941252648864
141,5,1.253001706793998
142,5,1.2576318043517323
143,5,1.2615059487901918
144,5,1.2657242020121382
145,5,1.269853543986951
146,5,1.2738777603352054
