velocity_velocity,velocity_intercept,velocity_r_squared,velocity_std_err,weight_linear_rate,weight_linear_intercept,weight_linear_r_squared,weight_sqrt_rate,weight_sqrt_intercept,weight_sqrt_r_squared,walk_diffusion_const,walk_diffusive_r_squared,walk_ballistic_r_squared
0.1366576770226082,1.5517913888352879,0.8857564948846798,0.01854998663101768,0.002887740733999636,3.359755502461146,0.5246131499246994,0.12926052933170956,2.0803611797622734,0.7043409991316947,0.0006505191545551474,0.4411919698887048,0.23881746142625912
