time_step,avg_weight_mean,avg_weight_std,avg_weight_min,avg_weight_max,num_strings_mean,num_strings_std,kept_norm_mean,kept_norm_std
0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1,1.1007353062906629,0.12913767330711579,1.000438584955845,1.5051062805821238,16.0,0.0,1.0,2.4939276652705696e-16
2,1.2216588289268215,0.15904252471314975,1.000876843117281,1.5056375789498888,53.205,5.396941263345352,1.0,3.810993154312596e-16
3,1.315929340929641,0.15076776420317928,1.0019223663313732,1.5264396182344167,77.184,11.333673014517409,1.0,5.57360708415749e-16
4,1.3528282701891121,0.14749290295648815,1.0049393550192114,1.5737755178632673,92.182,11.579070601736554,0.9999999999999999,7.492401589118528e-16
5,1.3339825627562465,0.1657315642225214,1.0045737069673288,1.56891474970253,106.152,13.161568903440061,0.9999999999999999,1.0657794086059237e-15
6,1.2950907239106086,0.17629418180865114,1.0080019046848083,1.5667534450117442,119.506,13.854312108509761,0.9999999999999999,1.4559676561146116e-15
7,1.263292280049342,0.17707154414736853,1.0111561012614225,1.5498172574811446,131.956,13.627914880861262,0.9999999999999999,1.8453730230699458e-15
8,1.2386408123937012,0.17061694990319257,1.0149305584540431,1.5642394295558002,143.415,13.423962715979187,0.9999999999999999,2.2968150539923294e-15
9,1.2502223196901252,0.1705550962108346,1.0154974036274902,1.5691460090533638,153.604,12.894153093553674,0.9999999999999998,2.6293259794531668e-15
10,1.2681662215749145,0.17096360279386555,1.0189603054458103,1.5850556587523326,163.29,12.324199771181895,0.9999999999999998,3.0475045675224607e-15
11,1.2834658773546168,0.17432863548048158,1.0217684517876044,1.5952055193827208,171.568,11.258036063186157,0.9999999999999997,3.3009490321544903e-15
12,1.3000361828516251,0.17461949539092742,1.0243805877150989,1.6086353119288503,178.418,9.794961766132628,0.9999999999999997,3.615514194340995e-15
13,1.3097907949163665,0.17592861196280205,1.0276149782291,1.6215586339851187,183.904,8.590621863404296,0.9999999999999997,3.846547080451749e-15
14,1.3136929749221897,0.17327480760563369,1.0340269883904485,1.637650100114787,188.654,7.067834463256743,0.9999999999999997,4.067788075709336e-15
15,1.3101410869126962,0.17392861788891942,1.0394142364315688,1.6558609565695277,192.122,5.6193519199281345,0.9999999999999996,4.088322988686534e-15
16,1.3136991364756883,0.17273995463916847,1.0427533361390868,1.6492447032616895,194.669,4.49081718621456,0.9999999999999996,4.2022095475726626e-15
17,1.3084036796075196,0.17336234839792386,1.0489981781551385,1.7455484734975077,196.464,3.5870188179043803,0.9999999999999996,4.3068397426608085e-15
18,1.3272973482750996,0.17089158208770114,1.0541789370201524,1.7799100587449048,197.917,2.502021382802306,0.9999999999999996,4.326402519228854e-15
19,1.3336905077276295,0.1728095878046919,1.0646580172005413,1.783177706545689,198.722,1.818437791072324,0.9999999999999996,4.307526555431989e-15
20,1.3548970417721402,0.16940259404407257,1.072736127347748,1.7807614124902267,199.237,1.3938547270070871,0.9999999999999996,4.316706454365607e-15
