time_step,avg_weight,std_weight,num_strings,kept_norm,total_norm
0,1.0,0.0,1,1.0,1.0
1,1.0141252002503505,0.11803295680982982,16,1.0000000000000002,1.0000000000000002
2,1.0184322462544888,0.13461688659176632,41,0.9999999999999996,0.9999999999999998
3,1.025112302474324,0.15691722842622857,49,0.9999999999999992,0.9999999999999994
4,1.0339165485704314,0.1820430643978478,55,0.9999999999999996,0.9999999999999998
5,1.0415675151189168,0.20104560710284688,62,0.9999999999999991,0.9999999999999991
6,1.0500159771725777,0.21994517462440116,62,0.9999999999999989,0.9999999999999994
7,1.078546336060366,0.2737240606773514,79,0.9999999999999986,0.9999999999999991
8,1.1108495379369994,0.32085565149915035,89,0.9999999999999982,0.9999999999999984
9,1.1239982967170212,0.33796645077802906,89,0.9999999999999987,0.9999999999999989
10,1.1814929599757606,0.40261412516816414,106,0.9999999999999987,0.9999999999999987
11,1.2400119510736811,0.45520184817170084,118,0.9999999999999976,0.9999999999999979
12,1.2668447323217558,0.4764929914848038,118,0.9999999999999968,0.9999999999999971
13,1.323662741693933,0.5149685776553089,131,0.9999999999999968,0.9999999999999972
14,1.352908759454816,0.5337147790269262,131,0.9999999999999969,0.9999999999999971
15,1.4339735971724952,0.5777018753542807,151,0.9999999999999952,0.9999999999999957
16,1.4650239234536342,0.5926984046284306,151,0.9999999999999953,0.9999999999999956
17,1.5177411492181172,0.6191628595202509,153,0.9999999999999941,0.9999999999999949
18,1.5497418896834916,0.6339471582275936,155,0.9999999999999931,0.9999999999999938
19,1.5709177509642496,0.6431325527880777,159,0.9999999999999933,0.9999999999999936
20,1.622698174990951,0.6636809565624846,170,0.9999999999999921,0.999999999999993
21,1.6765868998032927,0.6873338665854551,178,0.9999999999999917,0.999999999999992
22,1.747671536544887,0.7159702634971581,188,0.9999999999999917,0.9999999999999918
23,1.7870851766938125,0.732789752738773,188,0.9999999999999902,0.9999999999999905
24,1.816356749213623,0.7459873960269736,190,0.9999999999999911,0.9999999999999911
25,1.8556824754147612,0.7643469728142002,191,0.999999999999991,0.999999999999991
26,1.8751040596365725,0.7737489864689211,191,0.9999999999999922,0.9999999999999922
27,1.935814568268038,0.8088699630012055,196,0.9999999999999915,0.9999999999999915
28,1.9616971408035484,0.824860745602767,196,0.9999999999999909,0.9999999999999909
29,1.9795096398770988,0.8354215115089385,196,0.9999999999999912,0.9999999999999912
30,2.0175791928826774,0.8558820621500313,197,0.9999999999999917,0.9999999999999919
31,2.0864911331827662,0.9012616966556692,199,0.9999999999999921,0.9999999999999921
32,2.103447078387478,0.9130720557180962,199,0.9999999999999918,0.9999999999999918
33,2.1334777435947085,0.9389178394635419,199,0.9999999999999913,0.9999999999999913
34,2.159843293370568,0.9563932213323622,199,0.9999999999999915,0.9999999999999915
35,2.1861271212478344,0.9741987235470905,199,0.9999999999999926,0.9999999999999926
36,2.244517594487698,1.0177980544504226,200,0.9999999999999915,0.9999999999999915
37,2.270466876515269,1.036346915866577,200,0.9999999999999917,0.9999999999999917
38,2.2866108020177465,1.049287381676146,200,0.9999999999999927,0.9999999999999927
39,2.3278121235339277,1.092240566294511,200,0.9999999999999925,0.9999999999999925
40,2.3726603912145774,1.1216952958318611,200,0.9999999999999922,0.9999999999999922
41,2.388723326768574,1.1347030482351064,200,0.9999999999999922,0.9999999999999922
42,2.404811020984504,1.1476830092777672,200,0.9999999999999922,0.9999999999999922
43,2.4274543540571174,1.167991306544419,200,0.9999999999999922,0.9999999999999922
44,2.450194042602649,1.1882652579522985,200,0.999999999999993,0.999999999999993
45,2.4663922477638214,1.2010388965942722,200,0.9999999999999932,0.9999999999999932
46,2.5163956712816553,1.2510704475673595,200,0.9999999999999925,0.9999999999999925
47,2.5463903302609676,1.27841739023194,198,0.9999999999999928,0.9999999999999928
48,2.5905228592681104,1.3203238649911513,200,0.9999999999999932,0.9999999999999932
49,2.6068854475941903,1.3319034212003862,200,0.9999999999999917,0.9999999999999917
50,2.6515305762617727,1.3563971503531527,200,0.9999999999999933,0.9999999999999933
51,2.6684117104294676,1.367796566583121,200,0.9999999999999931,0.9999999999999931
52,2.6853785576011475,1.3791035471670012,200,0.9999999999999929,0.9999999999999929
53,2.702428235917761,1.390320750531566,200,0.9999999999999926,0.9999999999999926
54,2.7272794983311965,1.407982064718495,200,0.9999999999999934,0.9999999999999934
55,2.7616624133969268,1.4298228591429807,200,0.9999999999999937,0.9999999999999937
56,2.7790030464393514,1.440626647395783,200,0.999999999999993,0.999999999999993
57,2.7964064978340253,1.4513629055163968,200,0.9999999999999937,0.9999999999999937
58,2.813867794156063,1.462037046740122,200,0.9999999999999938,0.9999999999999938
59,2.8396032205474175,1.4785568971710632,200,0.9999999999999933,0.9999999999999933
60,2.8820481592313802,1.5063679325671198,200,0.9999999999999931,0.9999999999999931
61,2.9162449445141108,1.5278358805945524,200,0.9999999999999937,0.9999999999999937
62,2.951867299432627,1.5470230953706308,200,0.9999999999999946,0.9999999999999946
63,3.0145774356313364,1.5828689125415798,200,0.9999999999999938,0.9999999999999938
64,3.050045079456033,1.604735874116354,200,0.9999999999999948,0.9999999999999948
65,3.076482272507207,1.6213410187112705,200,0.9999999999999942,0.9999999999999942
66,3.094140741297567,1.6320557267519147,200,0.9999999999999944,0.9999999999999944
67,3.120312361401032,1.649104255876754,200,0.9999999999999956,0.9999999999999956
68,3.137866606953239,1.6599732034283396,200,0.9999999999999947,0.9999999999999947
69,3.1819353461458806,1.6863181200521449,200,0.9999999999999952,0.9999999999999952
70,3.2167343698094726,1.7084296300205117,200,0.9999999999999954,0.9999999999999954
71,3.261404417129903,1.7329850984309012,200,0.9999999999999952,0.9999999999999952
72,3.2967057338951244,1.7533599784574356,200,0.9999999999999958,0.9999999999999958
73,3.3397929062921854,1.78054510531442,200,0.9999999999999959,0.9999999999999959
74,3.3567808860199526,1.7919015015029076,200,0.9999999999999963,0.9999999999999963
75,3.373723298143113,1.8033222631438641,200,0.999999999999996,0.999999999999996
76,3.398653405241774,1.821651117491012,200,0.9999999999999954,0.9999999999999954
77,3.415507731175263,1.833259268993926,200,0.9999999999999966,0.9999999999999966
78,3.4323214764404515,1.8449227390015042,200,0.9999999999999952,0.9999999999999952
79,3.550516152192302,1.9559579781893064,200,0.9999999999999951,0.9999999999999951
80,3.608449758845267,1.99600482563519,200,0.9999999999999968,0.9999999999999968
81,3.6335386952525863,2.0122044342346954,200,0.999999999999996,0.999999999999996
82,3.6499206048742083,2.0242580813155517,200,0.9999999999999968,0.9999999999999968
83,3.673987379064937,2.044064598798323,200,0.9999999999999966,0.9999999999999966
