time_step,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.9995614631386189,0.00043848876955441353,4.808918971680321e-08,2.6369776629353557e-12,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.9956251510295886,0.004372497368282394,2.350912275875472e-06,6.897335063206743e-10,1.195686544949824e-13,0.0,0.0,0.0,0.0,0.0
3,0.0,0.9925756820027806,0.007415932260075047,8.381390918075429e-06,4.344839527197184e-09,1.3865207141430449e-12,0.0,0.0,0.0,0.0,0.0
4,0.0,0.9858635247147002,0.014107958685726514,2.848591940180359e-05,3.066085791263328e-08,1.9307974003889826e-11,5.05144412303084e-15,0.0,0.0,0.0,0.0
5,0.0,0.9807013044441875,0.019240333058731404,5.8275598719320676e-05,8.681969478133467e-08,7.862780332878008e-11,3.877385853507433e-14,0.0,0.0,0.0,0.0
6,0.0,0.9504031249560531,0.04920971953308599,0.00038564316191007776,1.5087061039958434e-06,3.637491494392565e-09,5.35029626347154e-12,4.407048884180478e-15,0.0,0.0,0.0
7,0.0,0.9181086047826683,0.08044692276878318,0.0014317756571446516,1.266764254724302e-05,2.8987763301760638e-08,1.610125437006196e-10,7.949059502770636e-14,2.2078279669597004e-16,0.0,0.0
8,0.0,0.888272118461932,0.10904280273455229,0.00265162880246199,3.3329908564097606e-05,1.1938706172121255e-07,7.045023447901958e-10,9.220773007401458e-13,2.1971758602741247e-15,0.0,0.0
9,0.0,0.8619585823978704,0.1339442900178452,0.004034981093774311,6.18027214339297e-05,3.417655017817397e-07,1.9986238260617635e-09,4.937531819636303e-12,1.1481113941327319e-14,0.0,0.0
10,0.0,0.8410311227759008,0.15353508848577854,0.00534220169777453,9.086294204066378e-05,7.199547995063164e-07,4.128407401430865e-09,1.5260665375532247e-11,3.633873682200813e-14,0.0,0.0
11,0.0,0.8264796034134713,0.16699341209828,0.006405932658078371,0.00011995954126047995,1.0853961798220262e-06,6.8639964656566835e-09,2.8651308500966973e-11,7.981027069554265e-14,0.0,0.0
12,0.0,0.811543392435976,0.18068506756471647,0.0076135451461596835,0.00015638600373053493,1.5976577305042537e-06,1.113952667758958e-08,5.1991432846375124e-11,1.6613466903256822e-13,0.0,0.0
13,0.0,0.7638026005952081,0.22394754134186357,0.011931387240981575,0.0003137574818363765,4.667366923691829e-06,4.573109630293699e-08,2.408346246005464e-10,1.2511255731682812e-12,1.2051451276588834e-15,0.0
14,0.0,0.7477770619486479,0.238026795091355,0.01379735295320981,0.0003923917349427168,6.3312763726535335e-06,6.659203024769812e-08,4.0133005907250756e-10,2.104488644366821e-12,3.3837637983211e-15,0.0
15,0.0,0.7141021720235359,0.2674305561083232,0.01784842284592369,0.0006076610090964025,1.1040074237749565e-05,1.469956193787385e-07,9.369453588657236e-10,6.300020192492007e-12,1.4400616206896026e-14,0.0
16,0.0,0.6823000473172305,0.2935873260381914,0.023211541273390174,0.0008816549055368512,1.9162329830034413e-05,2.656721598509954e-07,2.4478554551449266e-09,1.5738847912099322e-11,6.308220149405376e-14,0.0
17,0.0,0.6657844100823549,0.3070471944671349,0.02608209453126837,0.0010612045081064298,2.4724990394655968e-05,3.6772810038582156e-07,3.6669288575427137e-09,2.5592151046833173e-11,1.157950210952395e-13,0.0
18,0.0,0.6328556166705823,0.3331199504869463,0.032476467726886483,0.0015071919809667633,4.008384941074944e-05,6.813505432902468e-07,7.870304792125068e-09,6.400012207322613e-11,3.547063906244354e-13,0.0
19,0.0,0.616516905302058,0.34564629596953167,0.03600491260015959,0.0017805110486280593,5.044939750218006e-05,9.142842645279802e-07,1.1298484740182737e-08,9.87670996779892e-11,5.993045208551508e-13,0.0
20,0.0,0.600310635549295,0.357777069588586,0.03975640081255276,0.002091634862175977,6.302750829050164e-05,1.215500521890209e-06,1.6027435362338094e-08,1.5014613933064608e-10,9.910298869305609e-13,0.0
21,0.0,0.5687503875167189,0.3800033199484774,0.04827837331286398,0.0028701217127565775,9.563958461868042e-05,2.126787753906424e-06,3.0781500358240737e-08,3.5289071895353413e-10,2.410392282346154e-12,3.3098362553600204e-15
22,0.0,0.507855940710483,0.4196485651237818,0.06727831987915861,0.005003290764414097,0.0002080369298111105,5.7409218945607e-06,1.0417793156975589e-07,1.4789338712603669e-09,1.3518172475102929e-11,6.712257607694275e-14
23,0.0,0.4934295655658905,0.42808392303858717,0.07254076877555551,0.005689035951237047,0.00024934356242736907,7.222503231035161e-06,1.3852968531604677e-07,2.0530394988505606e-09,2.022466471958862e-11,1.1552147310426533e-13
24,0.0,0.4656705882995321,0.44263627064588473,0.08393764185994877,0.00739651254601331,0.0003471572942746233,1.1593799836069193e-05,2.313890605945614e-07,4.1246986980918875e-09,4.0396365481950586e-11,3.485134223701175e-13
25,0.0,0.44589004937763654,0.45195130490068414,0.09280894285733937,0.00889244302361905,0.00044079686417546353,1.6120244382561115e-05,3.360488274354212e-07,6.615023635647249e-09,6.761397072142008e-11,6.911737856367891e-13
26,0.0,0.41531776116023034,0.4647693273243729,0.10781309755724151,0.011402296779899098,0.000671397751063442,2.5446132542975025e-05,6.605655408563196e-07,1.2549147164527494e-08,1.7822876121140394e-10,1.725814947123475e-12
27,0.0,0.4038531501739353,0.4684641989272679,0.11421129341478219,0.012659271812532657,0.0007803168671243915,3.0912526755701874e-05,8.393535013445859e-07,1.6673438234295283e-08,2.480808276036951e-10,2.574317607511507e-12
28,0.0,0.3772151677618378,0.4744920425101067,0.1308155673514136,0.016313688765382924,0.0011124247254178032,4.959301427824876e-05,1.481959751805373e-06,3.3363363487468466e-08,5.417431447031734e-10,6.697394354832432e-12
29,0.0,0.35839934433758125,0.4765761586285328,0.14396352126127507,0.019516428099053972,0.0014718748749349415,7.03033834728237e-05,2.312948080397338e-06,5.5449114098581446e-08,1.0045203736984326e-09,1.3427582853542254e-11
30,0.0,0.34963928664395033,0.4764750167967283,0.15077490338332883,0.021346442906321483,0.0016779475725253983,8.347142990727924e-05,2.8585947695993394e-06,7.130791358239653e-08,1.3457215689936712e-09,1.882719495055057e-11
31,0.0,0.3333074840066637,0.4741437885661144,0.16476281833598547,0.02551767393908863,0.0021468906398235564,0.00011694301606877903,4.2815487186680595e-06,1.1756797607520452e-07,2.3427517678677304e-09,3.6802803824857845e-11
32,0.0,0.32244988456328544,0.470794844081221,0.17504380167840655,0.02899244970620763,0.0025635596339700644,0.00014957214001487133,5.715262886302796e-06,1.6939111129683194e-07,3.4828924416164613e-09,5.999790279637667e-11
33,0.0,0.3043905978574049,0.4594988291562676,0.1947595448108405,0.037583594329190964,0.0035104462880398484,0.000247131142618329,9.491283284155564e-06,3.5808757117495447e-07,6.882387862797196e-09,1.623876569403282e-10
34,0.0,0.29923655531653093,0.4550406159778975,0.20115464735073077,0.040344967150168366,0.003927813340761789,0.0002835138793953753,1.144250198935307e-05,4.3529320719980127e-07,8.981334769725471e-09,2.079769820031308e-10
35,0.0,0.2925835120622949,0.4470511732369579,0.21028520691240662,0.04513587667635272,0.004575797546805201,0.00035309676778725815,1.4724375276574612e-05,5.99353233653934e-07,1.2753569571414151e-08,3.153081019485077e-10
36,0.0,0.28850625430995047,0.4414682077195955,0.2163091545011106,0.04820511576072087,0.005090650329996092,0.0004022667805332256,1.7610547227440183e-05,7.232015093148255e-07,1.6447716215875566e-08,4.0163283502962454e-10
37,0.0,0.2835183693178957,0.4318494993596648,0.2247017962092461,0.053532043660486965,0.005879249109409082,0.0004956304134964542,2.2405748736291757e-05,9.82563351988701e-07,2.3017233809704816e-08,6.004711310596224e-10
38,0.0,0.2735853176436031,0.4084004688515133,0.24357105270109364,0.06526715458949095,0.008379119578449716,0.0007541300221850303,4.0866916877914675e-05,1.8344727237181105e-06,5.384861978710102e-08,1.3754354268711774e-09
