time_step,avg_weight,std_weight,num_strings,kept_norm,total_norm
0,1.0,0.0,1,1.0,1.0
1,1.000438584955845,0.02094012400351503,16,1.0,1.0
2,1.002847967061662,0.053318262495957704,39,1.0000000000000002,1.0000000000000002
3,1.007433101024235,0.08599558192679589,43,0.9999999999999999,1.0000000000000004
4,1.0113508555405981,0.10613351729452969,53,0.9999999999999996,0.9999999999999998
5,1.0161235501703272,0.12630198263298198,57,1.0000000000000002,1.0000000000000002
6,1.0338979669438106,0.18185924610835927,62,0.9999999999999992,0.9999999999999996
7,1.0415428903009885,0.20082079601495578,66,0.9999999999999991,0.9999999999999998
8,1.067661174097937,0.2544831288230323,81,0.9999999999999989,0.9999999999999989
9,1.0951438105164086,0.2995007013079514,85,0.9999999999999984,0.9999999999999991
10,1.1212555760030918,0.3351604019541481,97,0.9999999999999978,0.9999999999999978
11,1.142696368708466,0.3610180298897915,99,0.9999999999999986,0.9999999999999988
12,1.165618315501663,0.3859796979018229,103,0.9999999999999986,0.9999999999999988
13,1.1898986815540997,0.40996217238100624,107,0.9999999999999976,0.9999999999999978
14,1.2221717732552424,0.4395653047061823,112,0.9999999999999976,0.9999999999999981
15,1.2574621246485038,0.46815988121488766,121,0.9999999999999963,0.9999999999999966
16,1.2853794946243604,0.48854224867248586,123,0.9999999999999967,0.9999999999999973
17,1.3042015943899912,0.5016000656211687,123,0.9999999999999958,0.9999999999999964
18,1.3524418139706729,0.5327076777799,133,0.999999999999996,0.9999999999999964
19,1.4028675392486103,0.5613649888548687,141,0.9999999999999958,0.9999999999999967
20,1.4437665554079266,0.5833217888749584,153,0.9999999999999953,0.9999999999999954
21,1.48559180926355,0.6033586779014876,157,0.9999999999999942,0.9999999999999944
22,1.601452366415596,0.6545700400606205,173,0.9999999999999937,0.9999999999999944
23,1.622397368603099,0.6634428810533253,173,0.9999999999999942,0.9999999999999944
24,1.6538739157384064,0.6767592047327069,175,0.999999999999994,0.9999999999999943
25,1.684941693965028,0.6897224592735895,178,0.9999999999999948,0.9999999999999951
26,1.7255674793779172,0.7070592513762088,183,0.999999999999994,0.999999999999994
27,1.8186198244047453,0.7473165554932302,191,0.9999999999999932,0.9999999999999932
28,1.86650915512122,0.770323067112812,191,0.9999999999999946,0.9999999999999946
29,1.9294615937197026,0.806297177380972,194,0.9999999999999932,0.9999999999999934
30,1.947795787928562,0.8164577656203966,194,0.9999999999999938,0.9999999999999938
31,1.9960421948941962,0.8409197685086328,199,0.9999999999999918,0.9999999999999918
32,2.0240259744214995,0.8567279709874138,199,0.9999999999999926,0.9999999999999926
