time_step,site_0,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,5.1598993516122e-05,0.11280459377764752,0.980521412947931,0.0023014024374645504,0.0,0.0,0.0
2,0.0,1.204245451513528e-10,1.0771491700360026e-06,0.00014776797040533826,0.16904126649800544,0.9623726645778591,0.004896620284658171,9.410484530168212e-06,1.946610617630371e-09,0.0
3,2.207212412875777e-12,1.3501406103855686e-09,7.456997241216501e-06,0.0003083120157215719,0.230867385802533,0.9372497413990201,0.00979506312248401,8.568679312707638e-05,3.885028660919336e-08,3.615483285587575e-11
4,3.639371793184966e-11,8.204879118757901e-09,1.8002243759218585e-05,0.000620565744831825,0.2881632951410299,0.9100709214861544,0.014589796252184583,0.000158309881314856,2.0028532235824183e-06,2.53872825862923e-10
5,3.1728645517342227e-10,2.6276183359348155e-08,3.880373007578049e-05,0.0010629992480205212,0.3515625497772447,0.8752654668377678,0.020575744100508282,0.0003116314796144399,2.913021630568383e-06,2.7247617193879697e-09
6,6.832142393395525e-10,6.259444102282503e-08,6.910350971868377e-05,0.0017093897462776228,0.41239049641909775,0.8361749358738619,0.02651067803615532,0.0005695505131057989,3.5748191937323317e-06,7.842561156329898e-09
7,3.467974510858708e-09,1.3373075135583737e-07,0.0001377075289793111,0.002525524661176976,0.46940980784451286,0.7931152302406366,0.031278534159822804,0.000898333792034274,5.976577641862204e-06,2.325035390639276e-08
8,7.551344952487417e-09,2.9513450488126616e-07,0.00023045435547519778,0.003662187598581476,0.5276651981999699,0.7494408336115956,0.03754254340008312,0.0014320898227718685,1.0174544553808533e-05,5.825507630766172e-08
9,2.025713608986495e-08,6.220213084709633e-07,0.00039067114841202186,0.0051300489807846504,0.5746639712800767,0.7064680791365986,0.044174961822475364,0.002013859328494037,1.758339113788936e-05,1.2370772402626016e-07
10,3.599848973924732e-08,1.0668007216355789e-06,0.0006031538298459161,0.006672827587630517,0.6171407007545991,0.6640322250468941,0.049411855512667226,0.0027728766558175596,2.500714376286168e-05,2.3352572363387808e-07
11,6.907761162178004e-08,1.9205097883792548e-06,0.0009066920718248264,0.008807660418937798,0.661226335019286,0.614286040837554,0.05614859747554628,0.003801183854391712,4.253278236720383e-05,4.5282973952355e-07
12,1.3934264130257833e-07,3.293909067161457e-06,0.0013316457536331676,0.011118047466078923,0.6924102193352761,0.578623261185654,0.06123653058708205,0.0048966684646822465,6.561099595059697e-05,8.44533301616353e-07
13,2.682218924537248e-07,5.719503714626301e-06,0.0018626126628070768,0.01395322599630701,0.7242409810329457,0.5402883865907369,0.06558420088341989,0.006272376076435249,9.021904497589888e-05,1.5122559565421439e-06
14,4.7096478521381994e-07,8.402498519951313e-06,0.002468438247737523,0.016640082505281976,0.7485605982900408,0.5088703985411943,0.06938929761413329,0.007692937207337281,0.00011542687623507507,2.454076456981744e-06
15,7.18772098595352e-07,1.2564688249629292e-05,0.0031105473533384206,0.019797324355299337,0.7668163565991805,0.48874243140713436,0.0732339596316215,0.00902079990612261,0.00015302118179681142,3.6543940070479896e-06
16,1.1693250048813457e-06,1.844915345012583e-05,0.004037821575217116,0.023259947257223235,0.7846359179738912,0.4661449694364149,0.07697502472714828,0.010836256969856512,0.00019852332360730419,5.902885737406704e-06
17,1.8110515031669899e-06,2.5579163037480465e-05,0.005196943815439524,0.02684406670632817,0.8000049103570894,0.4416335347700184,0.08073582432301116,0.012964553442055052,0.00027132225167798347,9.509946768167965e-06
18,2.787782435012809e-06,3.60535524163276e-05,0.00653176293868655,0.031116648835862497,0.809144106629925,0.42751260007040526,0.08427637786313881,0.01507260412264966,0.00036132991548165676,1.3262532534180601e-05
19,4.344673715424738e-06,4.932149221235655e-05,0.008059565695259717,0.035588648209646426,0.8085197496237299,0.42265589466098424,0.08871415414927115,0.016993898264936125,0.00042794950304360423,1.957477060813483e-05
20,6.976948094784815e-06,6.56652981330823e-05,0.009991440447594336,0.03995831149737747,0.803754996429346,0.4194610619487214,0.09157179487840635,0.018909239395520017,0.0004998557597054244,2.79963249987844e-05
21,1.033877583034413e-05,8.709508145840063e-05,0.012072646556422904,0.04451432667724735,0.8016054105057071,0.4201325818637716,0.09310168074855593,0.02124479546925096,0.000648815455900864,3.7507572261865714e-05
22,1.554673391957719e-05,0.00011295442827606235,0.01466611366939173,0.0493014485978199,0.7976572237356411,0.42674135782318234,0.09584741741659276,0.023537076778607356,0.0008007706409649929,5.2009074821116624e-05
23,2.1152659326321506e-05,0.00014281673573645089,0.017322738318977085,0.053691307310740996,0.78827694620594,0.44284439468539427,0.09701224467845715,0.025538288760486062,0.0009404643538481591,6.783414108296148e-05
24,2.8154927136975993e-05,0.00018048183911194258,0.020048564226328627,0.05845013725011436,0.7759663830778559,0.4578968781492913,0.09883696712623594,0.027371374059156618,0.0011234328837995073,8.51826351403884e-05
25,3.758217785047081e-05,0.0002235981290765401,0.022994135780634813,0.06293194888793985,0.7614777438400682,0.47167059077698464,0.10117625359425148,0.029549274623243058,0.0012858042042178765,0.00010745937066624889
26,4.968737201459406e-05,0.000281971519407553,0.02601712512341724,0.06755547540314906,0.747151456094166,0.48975493776286555,0.10225160353956993,0.03160622635334072,0.0015991377541412462,0.00013168189746234194
27,6.431767557538505e-05,0.0003471396855038174,0.029053355616079198,0.0723352313934086,0.7239108129251007,0.5138494609179658,0.1025896207681573,0.0327222510283777,0.0019588584318705046,0.00015930495446704436
28,8.288984061319885e-05,0.00042118744629479973,0.03291879817478108,0.07720196257102688,0.699163154748296,0.5396162664256715,0.10513254437858432,0.034226766138465245,0.0021723158719499764,0.00019828032388846691
29,0.00011185834416486455,0.000502494055495842,0.03700050644977422,0.08134107224497986,0.6784595051722906,0.5636611729568642,0.10650126651210426,0.03590494708502447,0.002444894947809914,0.00024069963998116025
30,0.0001423250477518007,0.0005926214912472805,0.04053208356726855,0.08544443181974495,0.6654902051684563,0.5837506658379001,0.1089082241798987,0.03741295866487964,0.0027058163039581557,0.00028420676080382517
31,0.00017962781029092905,0.0006949404184158924,0.0441432533728215,0.08967911543803353,0.6488251886509949,0.6035417953592535,0.11199229248537478,0.038591422495494986,0.002845333955886335,0.00032950354277268593
