time_step,avg_weight_mean,avg_weight_std,avg_weight_min,avg_weight_max,num_strings_mean,num_strings_std,kept_norm_mean,kept_norm_std
0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1,1.0956790081565646,0.13244197121437823,1.000438584955845,1.5017530052193289,16.0,0.0,1.0,2.5158251467926407e-16
2,1.136468809031667,0.15300932246370344,1.0017534744920944,1.5311717999936616,45.251,6.081282677198947,1.0,3.5234498003967183e-16
3,1.1783136863689168,0.16614235486524898,1.0030567584060617,1.538883537501764,57.126,11.671509071238326,1.0,5.154353128535761e-16
4,1.2136229020976443,0.16900539174030646,1.0054395378681686,1.5835801899299027,66.184,14.257073472490793,1.0,7.138138336169377e-16
5,1.2488201375130914,0.17054965529774632,1.006376126975681,1.6286538288135535,75.792,15.748293113858404,1.0,9.497631911000674e-16
6,1.2774278000376271,0.16741624960350232,1.0097939231312227,1.6410632569916204,84.207,16.94355780230349,0.9999999999999999,1.1182652181384882e-15
7,1.2973712752538835,0.16506577925400587,1.0115105994924527,1.6497451211092016,92.233,18.50250553303525,0.9999999999999999,1.4006729615913245e-15
8,1.319983842473959,0.16018104801953542,1.0160244329119281,1.6074683066289916,100.239,19.365739825785134,0.9999999999999999,1.7118364611769494e-15
9,1.3328599410741482,0.15902190050043347,1.017001806766279,1.6451033078108537,108.088,20.52706155298414,0.9999999999999999,1.9980837719330066e-15
10,1.3406599828561558,0.16115364760945503,1.0219119450352017,1.6570072629329913,115.171,20.833188882165857,0.9999999999999998,2.2894403204570407e-15
11,1.3452214848770458,0.16287935874992343,1.0252726666710033,1.6679287951326789,123.286,21.578605237595898,0.9999999999999998,2.6156746076541905e-15
12,1.3496862615733691,0.16456908707917134,1.0295308067685747,1.7007618192070824,130.201,22.26963401136176,0.9999999999999998,2.9128664029321528e-15
13,1.3522995022691926,0.16638653514710985,1.034630843825534,1.7308349167471768,137.182,22.73835693272494,0.9999999999999998,3.2739270373488658e-15
14,1.3537485068217217,0.16751963526135644,1.0391630648994798,1.7410196446394104,143.412,22.4053175831096,0.9999999999999998,3.61848237487005e-15
15,1.3608913782888488,0.17068216657746557,1.042946781706204,1.751119905798793,149.274,21.89490634828112,0.9999999999999997,3.9052795185503935e-15
16,1.3661139826275501,0.17098957721571084,1.0487591548891146,1.7634766090059684,155.354,21.47218395971866,0.9999999999999997,4.201364698947694e-15
17,1.3676880558269295,0.17125729829863157,1.0553889817261672,1.7698721670279454,160.878,20.549090393494296,0.9999999999999996,4.418203632367493e-15
18,1.3740675342435338,0.1722673069321559,1.0628237209182119,1.7762833085581984,165.772,19.485790104586457,0.9999999999999996,4.7434348562620226e-15
19,1.3810331010434074,0.1727369952590609,1.0722996786110042,1.7614462626374163,170.301,18.534519119739787,0.9999999999999994,4.908676305740548e-15
20,1.3842473389278984,0.1763328325108644,1.0799413219290797,1.7755754945578432,174.368,17.295044839490874,0.9999999999999994,5.213666900855169e-15
21,1.393455198706409,0.1770853958037854,1.0858230318956144,1.8426390061210198,178.4,15.948354147058524,0.9999999999999993,5.35609030481336e-15
22,1.4087319188992182,0.17762415029856915,1.0915287780521976,2.013499939761008,182.017,14.156578364845073,0.9999999999999993,5.5422395661377614e-15
23,1.4258581878499914,0.17571888584487427,1.0980192574838032,1.9356854426878942,184.943,12.907042689942578,0.9999999999999992,5.6714762780968576e-15
24,1.4399875561741724,0.17623730337862134,1.105282757071952,1.911264467648643,187.47,11.78418855925176,0.9999999999999992,5.778193035845451e-15
