velocity_velocity,velocity_intercept,velocity_r_squared,velocity_std_err,weight_linear_rate,weight_linear_intercept,weight_linear_r_squared,weight_sqrt_rate,weight_sqrt_intercept,weight_sqrt_r_squared,walk_diffusion_const,walk_diffusive_r_squared,walk_ballistic_r_squared
0.11781352243186212,1.6100101434331604,0.8707816239480588,0.01715353497891626,0.0028694133964886643,3.4770943779650425,0.4809401728716712,0.12966944944960715,2.180017387568585,0.6579950833591441,0.0007597175775458163,0.4733466040364346,0.26819870539016455
