time_step,front_position,front_width
0,0,0.0
1,1,0.31469171724375256
2,1,0.4336661876718842
3,1,0.4876832593384415
4,1,0.5029893640989909
5,1,0.4945586611570268
6,1,0.4765340358829195
7,1,0.4621840609486174
8,1,0.4647717259874158
9,1,0.4900911840464328
10,1,0.5199646528250049
11,1,0.5428973092857109
12,2,0.556915704423357
13,2,0.5649559128995938
14,2,0.5704809139530644
15,2,0.5762107856454215
16,2,0.5826931681709725
17,2,0.5901751597495951
18,2,0.595019159322823
19,2,0.5990673440685871
20,2,0.6011319489376497
21,2,0.6026528591452172
22,2,0.6056027728220041
23,2,0.6121758645590972
24,2,0.6213477549151188
25,2,0.6341540579606431
26,3,0.6500803732063573
27,3,0.665024440775066
28,3,0.6779506191626595
29,3,0.6913148529014892
30,3,0.7048926512318099
31,3,0.714578220510345
32,3,0.7201512936511577
33,3,0.724929580868408
34,3,0.7277939467669186
35,3,0.7311850660512862
36,3,0.7368115903451696
37,3,0.7397013316169385
38,3,0.7446243965196606
39,3,0.7509601197256592
40,3,0.7592744086793796
41,3,0.7694969591497262
42,3,0.778982498543204
43,3,0.7880304393085975
44,3,0.7974840790063237
45,3,0.8088399746269206
46,3,0.8154587699212422
47,3,0.8239248601006156
48,3,0.8299591387455555
49,3,0.835565715766443
50,3,0.8382890958756088
51,3,0.8444619628591316
52,3,0.8480214777059837
53,3,0.8509461374322322
54,3,0.8547394478933936
55,3,0.8562968272403464
56,3,0.8603566572244579
57,3,0.8661457651356979
58,3,0.8748195067298505
59,3,0.8824216583185167
60,3,0.8965725489377346
61,3,0.9051445823077636
62,3,0.9132020608840825
63,3,0.9179096586935968
64,3,0.919042359003737
65,3,0.9195741495058515
66,3,0.9238288972481816
67,3,0.9288076382021356
68,3,0.9310348641180611
69,3,0.9384467478097871
70,3,0.9458474721000396
71,4,0.9512826004653108
72,4,0.9565542960348647
73,4,0.9607138060441467
74,4,0.9679417851329827
75,4,0.9708567295681357
76,4,0.9731829143671277
77,4,0.9781707492866168
78,4,0.9799963806354518
79,5,0.9820735629937628
80,5,0.9836985170877636
81,5,0.9911839290806355
82,5,0.998270883091621
83,5,1.003897597987993
84,5,1.0079909868798216
85,5,1.0129471240535781
86,5,1.0178993494494564
87,5,1.0209693595056855
88,5,1.0253734322098935
89,5,1.029522041686436
90,5,1.03391506637092
91,5,1.0407559355935059
92,5,1.0438532212814173
93,5,1.0442314153554206
94,5,1.047309139278815
95,5,1.051871421140954
96,5,1.058511624592322
97,5,1.062329396361944
98,5,1.067251903441261
99,5,1.0732220043572365
100,5,1.0779627009838852
101,5,1.0802745198575185
102,5,1.0867524351214828
103,5,1.0909299120256755
104,5,1.094323559234054
105,5,1.0959928161012162
106,5,1.0999280408356011
107,5,1.1019363991430486
108,5,1.1068326630353569
109,5,1.1111541544211925
110,5,1.1139871354775832
111,5,1.1183382235184254
112,5,1.1215830804367832
113,5,1.1263950812210608
114,5,1.1305229620509993
115,5,1.1346615056322222
116,5,1.138896718703411
117,5,1.143700071126301
118,5,1.1485004033177957
119,5,1.1553064700629883
120,5,1.160756120392599
121,5,1.1641094681053754
122,5,1.1662698761505392
123,5,1.1691257926760932
124,5,1.1728814872963083
125,5,1.174738389601412
