velocity_velocity,velocity_intercept,velocity_r_squared,velocity_std_err,weight_linear_rate,weight_linear_intercept,weight_linear_r_squared,weight_sqrt_rate,weight_sqrt_intercept,weight_sqrt_r_squared,walk_diffusion_const,walk_diffusive_r_squared,walk_ballistic_r_squared
0.5561013014963988,0.9953495284148202,0.9026874655018756,0.06901135862427284,0.0028117032862985734,3.505341869487534,0.4714373634375877,0.12708720576063987,2.2338879887511705,0.6453984073066071,0.0006216368980438409,0.45723133944981836,0.2533428747216523
