time_step,site_0,site_1,site_2,site_3,site_4,site_5,site_6,site_7,site_8,site_9
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,3.8357219267175785e-05,0.013954934817236277,0.9999435745435895,0.005432349332655966,0.0,0.0,0.0
2,0.0,4.607924008507455e-11,1.0506343499667435e-07,0.00010409121614714332,0.036436790269369794,0.9996337503832683,0.010583438801498321,1.489969623965242e-05,6.53480685904065e-09,0.0
3,1.0537327191956659e-11,1.0299799905728275e-07,1.4131452633342929e-05,0.00412332540632906,0.3815584387324816,0.9539498572966008,0.040973086514368734,0.001481767291065679,1.0873927097655235e-05,7.498626338310171e-10
4,4.398473853021745e-09,6.562905726531752e-07,0.000246485156092689,0.00826107077989628,0.617073497419777,0.8539131148320784,0.05475261587752086,0.0056456923981389046,3.1684408046026543e-05,4.1562852068292704e-07
5,1.747308288674403e-07,8.374574195615098e-06,0.0026576634041042915,0.0186757253625131,0.9495751822833884,0.39731810929369865,0.06395488124798511,0.025830070831240493,0.00014211602776168801,8.489929318850602e-06
6,1.3600747032566768e-06,2.8931090279655528e-05,0.006816285449922553,0.029636458885363093,0.9947107223322047,0.13613747128190348,0.06624053704297062,0.04234972637179379,0.00031913604793341736,3.3697246670617505e-05
7,6.254916726392141e-06,0.00018137070643424694,0.013196574445663552,0.06481514707367854,0.9976983769373342,0.06735553588867886,0.0652045767809337,0.05560599225838908,0.0011417031624588146,9.041534327023982e-05
8,8.062733423192157e-06,0.0002534189025478673,0.014304872968507534,0.07807355894471622,0.9970641160992717,0.07094885021504248,0.06485824189962702,0.05657721914787967,0.001485763453071952,0.00010370078599721909
9,4.5962624435951424e-05,0.00045047442481277244,0.032698024668417834,0.09613377608370142,0.9816878324537307,0.23498596850009199,0.06392990253208622,0.06466413837183634,0.0020775779229056076,0.0003775176400955513
10,0.0001516743265605873,0.0006579297508709096,0.06042884514236984,0.10444846588208198,0.8812743178481329,0.5636109998788033,0.0660141353475294,0.06209880187769307,0.0024538908127285787,0.0009299947022056
11,0.00019892887962257773,0.0010809539204544617,0.06790248873820619,0.11735683882852846,0.8324047301045724,0.6443691677645811,0.07144609687840738,0.059325267726268345,0.0030630407752980683,0.0011073448675743953
12,0.00048380861630768724,0.0024514824941388926,0.09672263361485502,0.1317784548290439,0.5772806828340202,0.8723546467677864,0.09967170312727978,0.04223615471826015,0.0040542714850264104,0.0019324016419845925
13,0.0012238280787107718,0.0030501927349383126,0.126667375961176,0.1312873203332593,0.24968686547408947,0.977776248818433,0.11557035014966427,0.01568269396821426,0.004193650819372883,0.0031730842522153004
14,0.002727448931767512,0.004156636535702278,0.1266311318393972,0.13469965083624577,0.22967681773637633,0.9772815991780468,0.16055165106159633,0.009243801941105407,0.00421590392225178,0.004219156803190793
15,0.003224779666997697,0.004950481723430136,0.11539683412642922,0.140085461104844,0.3349029735075141,0.9548861756027,0.18822559918659407,0.018617961469434115,0.004327592927947045,0.004100148012113828
16,0.004666708061578354,0.005209764129145637,0.06624293845241774,0.15251795075201577,0.70600379675916,0.7737078998070153,0.1994593959125329,0.07440480873901606,0.004803395424354985,0.0029144855829234717
17,0.004784360066559581,0.005599674909164724,0.0616574450756907,0.16955270570486974,0.7312005717477422,0.7470096798510293,0.2179113903252197,0.08040006843951925,0.0056719811155829195,0.002797474544955012
18,0.005233545129800719,0.005799961909402543,0.042861364820016463,0.18434953675666046,0.8207686109739866,0.6393640368968776,0.2267013202484804,0.10695686221624884,0.0065382111335130135,0.0021420280951235443
19,0.00584849330114129,0.005862097890035154,0.011065673623500806,0.22395847921590412,0.9373366312541879,0.37570034399885244,0.23037903439607746,0.16999800029383305,0.009502336271334155,0.0008002516558909124
20,0.00568040935055556,0.005964282666186582,0.009640989187073193,0.2684087138821654,0.9617494805612689,0.22953691384579766,0.22588952707971346,0.21817188410767166,0.013692296005453315,0.000389320612170044
21,0.005366824617799547,0.006091946951389001,0.019399612695494502,0.29103403822662627,0.9584823170449561,0.22433571418145032,0.22419639870742644,0.22953830235446807,0.016100549664265083,0.0006855385258491771
22,0.005113823302621767,0.00640838537588528,0.028351507106352182,0.3251584192478109,0.9499957838325298,0.23468209332304651,0.22306235602895638,0.23423563381182003,0.02004492215543367,0.0010591906229602396
23,0.004627161731050759,0.00677927490201755,0.04674784678954251,0.3471150120493717,0.9394247489077533,0.26733435391809957,0.22232501041361571,0.23800333203230056,0.022883659571004376,0.0018996393164038194
24,0.0043868870160792,0.00752033951709926,0.056796655314142866,0.38003727870623927,0.9271348901159885,0.28759229987751544,0.22233646870466942,0.23830666247107468,0.02740189645970918,0.0024420092401116417
25,0.003151962130392498,0.010115390773574881,0.11536054211654849,0.42560163010671503,0.8812800367850881,0.40975612876819273,0.2283267867309303,0.22989359398668613,0.03509789483987725,0.005875243859176148
26,0.0009503241696736797,0.011141539042859638,0.2703946630616443,0.41327649798779265,0.7254214657222248,0.6925264315381046,0.239481578316567,0.17185041255519984,0.03621969535253306,0.0176448723759576
27,0.0009158467168187884,0.01534521524427291,0.33797613346686955,0.40999876172526617,0.6123078164580784,0.7929278589263372,0.2612312782338917,0.13464450637000913,0.038507973001085175,0.023898937008973258
28,0.0083046735515206,0.01821335526760923,0.4315417301345478,0.38495190783446787,0.40496809430568054,0.9019948343076328,0.28524897601041477,0.03850527924941584,0.03818332275387544,0.03853777000604585
29,0.009761750518706905,0.021128362137789767,0.41928248797881623,0.39038208394922425,0.4293270370347214,0.8885583049067419,0.3046415210663316,0.0417649493545793,0.038234397929051867,0.038021330008277135
