time_step,front_position,front_width
0,0,0.0
1,1,0.3242075975411648
2,1,0.4423601045409332
3,1,0.4969122581058309
4,1,0.5159194332791484
5,2,0.5165227659277748
6,2,0.5116774880522035
7,2,0.5205357244619523
8,3,0.5537691269534036
9,3,0.6033432521013555
10,3,0.6573665992100305
11,3,0.7079069904564631
12,3,0.7517942270400785
13,3,0.7864265789500697
14,3,0.811995543192299
15,3,0.8330251548290136
16,3,0.8466122068686935
17,3,0.8501849183472792
18,3,0.8515069108308778
19,3,0.8516711311631087
20,3,0.847919692932816
21,3,0.851336978416235
22,3,0.8609373957410276
23,3,0.874586163364319
24,3,0.8911397340879342
25,4,0.9091360621616763
26,4,0.927993800423316
27,4,0.9486863916081893
28,4,0.9653280625592434
29,4,0.9806568621979507
30,4,0.9955348287218477
31,5,1.006944530435984
32,5,1.0232622817571517
33,5,1.0378263337681868
34,5,1.0505052548677243
35,5,1.0575361503385656
36,5,1.062104846427473
37,5,1.067406817581256
38,5,1.0743914137072113
39,5,1.0832417225214783
40,5,1.0933142577801467
41,5,1.1032711024432653
42,5,1.115909464572572
43,5,1.1289844945540737
44,5,1.1388150694241723
45,5,1.1516293536456952
46,5,1.1635535704599234
47,5,1.1742638787757331
48,5,1.1840769923035448
49,5,1.1937296343583321
50,5,1.203176015663616
51,5,1.2112655178008527
52,5,1.2203275691998703
53,5,1.2286355632767045
54,5,1.237482196179048
55,5,1.2454990035961642
56,5,1.2542455846547338
57,5,1.2634900647990348
58,5,1.2725616468974623
59,5,1.2810459027316317
60,5,1.29018003056392
61,5,1.2981126698427126
62,5,1.3062724333201452
63,5,1.3139401399476756
64,5,1.3210282609367152
65,5,1.3279111017475695
66,5,1.3348020687873574
67,5,1.340023798510577
68,5,1.345943795782043
69,5,1.3519491837449318
70,5,1.3586770517510476
71,5,1.364136044201972
72,5,1.369675207170965
73,5,1.3747601113525432
74,5,1.3798915867024857
75,5,1.3861254806535632
76,5,1.3922290363272691
77,5,1.3978325138434597
78,5,1.4025703277955641
79,5,1.4063536346947922
80,5,1.4107791616996193
81,5,1.4156991950397557
82,5,1.420741816647986
83,5,1.4254720420890095
84,5,1.4305314628468158
85,5,1.435433308967576
86,5,1.4397399016893004
87,5,1.4442995205866995
88,5,1.4485250763699744
89,5,1.4527854406295064
90,5,1.4560306301463255
91,5,1.4593194392626967
92,5,1.4619891324066379
93,5,1.4654718064746508
94,5,1.4689589393816573
95,5,1.472245957917075
96,5,1.475498511194444
97,5,1.4791189192200374
98,5,1.4820786662653147
99,5,1.4852708705819564
100,5,1.4883803327824965
101,5,1.4915025612944983
102,5,1.494158126508725
103,5,1.4966377421340302
104,5,1.4988032706508423
105,5,1.5009349938887446
106,5,1.5032902143796565
107,5,1.5055244710511082
108,5,1.507592838689114
109,5,1.5097474020004114
110,5,1.51133760252938
111,5,1.513056705252008
112,5,1.5147339846693109
113,5,1.5159102337376378
114,5,1.5172513331405615
115,5,1.5184990279820052
116,5,1.5195422078747063
117,5,1.5205178068832936
118,5,1.5213112278845897
119,5,1.5220054491362103
120,5,1.522742756107991
121,5,1.5231121611306235
122,5,1.5236960329352804
123,5,1.5236326116806866
124,5,1.523674148118324
125,5,1.52341958635922
126,5,1.5233984924793336
127,5,1.5234191333105365
128,5,1.523781241390482
129,5,1.5238684747455067
130,5,1.5235544782843422
131,5,1.5233681361399678
132,5,1.5231208225751631
133,5,1.5217999441675394
134,5,1.5206679151792968
135,5,1.5195677986751395
136,5,1.5184202172449957
137,5,1.5173500483047264
138,5,1.516566788622737
139,5,1.5161607876652146
140,5,1.5153238561182876
141,5,1.514687983073155
142,5,1.513778491668895
143,5,1.5127815806623581
144,5,1.5115007653513688
145,5,1.5103586811176553
146,5,1.5090805713738755
147,5,1.5079173479197296
148,5,1.5071159187661214
149,5,1.5059615097313075
150,5,1.5051176577767318
151,5,1.504166351274723
152,5,1.5030461427621722
153,5,1.5020837609409032
154,5,1.5012993341771999
155,5,1.500827639961236
156,5,1.5005133416119019
157,5,1.500186685079448
158,5,1.4995530600930305
159,5,1.4988597597565103
160,5,1.4985146295288725
161,5,1.4979991173101135
162,5,1.4975531978869892
163,5,1.497191731905411
164,5,1.4972673389801892
165,5,1.497260662380596
166,5,1.4975682702744324
167,5,1.4976929630669098
168,5,1.4981270737057923
169,5,1.499234668291648
170,5,1.499904842769137
171,5,1.5007995309162416
172,5,1.5011888742544932
173,5,1.502010318129548
174,5,1.502962357949681
175,5,1.5035251496678836
176,5,1.5047596455842607
177,5,1.506252376647875
178,5,1.5073346400614778
179,5,1.5086060919088946
180,5,1.5104303904017204
181,5,1.5121277762838106
182,5,1.5139068080290443
183,5,1.5156704307926887
184,5,1.5172165192972462
185,5,1.519085177985169
186,5,1.5206150488257468
187,5,1.5222789510257067
188,5,1.5236283741369279
189,5,1.5258313295384658
190,5,1.5284515145352633
191,5,1.5305987570030988
192,5,1.5326536992294921
193,5,1.5361559106497056
194,5,1.5387503301196486
195,5,1.5415020644470072
196,5,1.543529088332774
197,5,1.5456867356583497
198,5,1.547286750218955
199,5,1.5494865059189287
200,5,1.5509238872180584
201,5,1.5524166623807019
202,5,1.5533527438851515
203,5,1.5539646049992564
204,5,1.5547227412473021
205,5,1.5568914412905677
206,5,1.5589779947147893
207,5,1.560972616843466
208,5,1.562876339018852
209,5,1.5641079291338562
210,5,1.5666189922828433
211,5,1.5675719292860317
212,5,1.5682878197960604
213,5,1.5690723117711822
214,5,1.5697323161630636
215,5,1.5708847258015697
216,5,1.5711414649525979
217,5,1.570832667651437
218,5,1.570807308433529
219,5,1.5714902818453471
220,5,1.570913012298349
221,5,1.5701447109790565
222,5,1.570565984661008
223,5,1.5709607310938682
224,5,1.5709886475451935
225,5,1.5708981944781844
226,5,1.5709658904147763
227,5,1.5701518869495887
228,5,1.569090331271219
229,5,1.5676968154128736
230,5,1.5661441904194555
231,5,1.5641560530122331
232,5,1.562635680518241
233,5,1.560876622725299
234,5,1.5594531977655577
235,5,1.5580406016417174
236,5,1.5569119889797562
237,5,1.5545847092825937
238,5,1.5521380603655013
239,5,1.5496994768871961
240,5,1.5479495448796097
241,5,1.5456821808316423
242,5,1.5440205832129592
243,5,1.5422582901302362
244,5,1.5399933934731793
245,5,1.5377140665057103
246,5,1.5352664194974466
247,5,1.5325515201870603
248,5,1.5300128475924482
249,5,1.5268601994091544
250,5,1.5243414487109725
251,5,1.5213360682762103
252,5,1.5182839337433196
253,5,1.5157151525627317
254,5,1.513096326969164
255,5,1.5109707642432904
256,5,1.5084684188265503
257,5,1.5060962837458132
258,5,1.5040774994487343
259,5,1.5014747272992606
260,5,1.499479971547792
261,5,1.4971713884576336
262,5,1.4948481065338797
263,5,1.4921758716343012
264,5,1.489367236329717
265,5,1.4867557265877407
266,5,1.4846066783221905
267,5,1.4827777548140437
268,5,1.4808032880324067
269,5,1.4792916162238279
270,5,1.4778451924535871
271,5,1.4755435347415753
272,5,1.4736565460505275
273,5,1.471440847365604
274,5,1.4695734381944616
275,5,1.4679823564444987
276,5,1.4665042482900987
277,5,1.4656847035505431
278,5,1.464853892995674
279,5,1.4640401884595364
280,5,1.463905771712933
281,5,1.463079431734507
282,5,1.462670509024892
283,5,1.4624826815476173
284,5,1.462208974091984
285,5,1.4619067320920203
286,5,1.4614120060751852
287,5,1.4613624304411441
288,5,1.461666561868359
289,5,1.461968490015318
290,5,1.4625653895721022
291,5,1.4629299702009302
292,5,1.4634931360866046
293,5,1.4641242964764387
294,5,1.4651069843481888
295,5,1.4660844785771465
296,5,1.4670516054173752
297,5,1.4680516634817828
298,5,1.4689742654602533
299,5,1.4700481831604857
300,5,1.4711264872615821
301,5,1.4724898339971226
302,5,1.4739233381787937
303,5,1.475428566820977
304,5,1.477290037843794
305,5,1.4793131216692552
306,5,1.4809152629260554
307,5,1.482478302601478
308,5,1.4843114085917712
309,5,1.4861537079790887
310,5,1.4879770330391533
311,5,1.4894377272718573
312,5,1.4908923781523908
313,5,1.4928348973964214
314,5,1.4942347371403402
315,5,1.496036101475049
316,5,1.4976077027770145
317,5,1.4992655668507022
318,5,1.5010391709933755
319,5,1.5031330069250826
320,5,1.5054669262739815
321,5,1.5073539302671848
322,5,1.509013575695285
323,5,1.5106596101912027
324,5,1.5122930533630303
325,5,1.5138901728485723
326,5,1.515469533323292
327,5,1.5169315089946265
328,5,1.5187161925256696
329,5,1.519799180269073
330,5,1.5210036610044408
331,5,1.5225433036522358
332,5,1.5238954962653324
333,5,1.5247943999213613
334,5,1.5263762354835395
335,5,1.5274795371231442
336,5,1.5283914253283772
337,5,1.5290801290138336
338,5,1.529895985967412
339,5,1.5307156251543497
340,5,1.5312765524306322
341,5,1.5319147569158713
342,5,1.5330552671903062
343,5,1.5335139549609513
344,5,1.5342745572905951
345,5,1.5351768010209275
346,5,1.5352279340988766
347,5,1.5354504279958752
348,5,1.5354112877322583
349,5,1.5357973180966702
350,5,1.5351898103185668
351,5,1.5351861060098193
352,5,1.5351849671725963
353,5,1.5351453100477626
354,5,1.5351016185160236
355,5,1.534984470302222
356,5,1.5344877682110059
357,5,1.5338192518602998
358,5,1.5336358974367845
359,5,1.5332490090635063
360,5,1.5325497908496075
361,5,1.5321384370295577
362,5,1.5316023787886552
363,5,1.5301284100893986
364,5,1.5291896724687437
365,5,1.5279494017920399
366,5,1.5271669555038252
367,5,1.5261755917544562
368,5,1.5257234116554665
369,5,1.525432236068333
370,5,1.5247776825979027
371,5,1.523864018333816
372,5,1.5225453927627532
373,5,1.52067742355426
374,5,1.5187365892051712
375,5,1.5176369168124857
376,5,1.516972406357491
377,5,1.5158527753918505
378,5,1.5145052879678906
379,5,1.5134363724054722
380,5,1.5128518682104388
381,5,1.512073312550747
382,5,1.5113647119880473
383,5,1.510332044243211
384,5,1.5099742790115402
385,5,1.5092636635763552
386,5,1.5086376059000033
387,5,1.507610507292004
388,5,1.5063358469663302
389,5,1.5047631653952926
390,5,1.5032157967506525
391,5,1.502028566330098
392,5,1.5012283868299308
393,5,1.5006898923530139
394,5,1.4999262035068734
395,5,1.4993117895066006
396,5,1.4989035828211899
397,5,1.4982821159299802
398,5,1.4974740362541517
399,5,1.497094535836189
400,5,1.4968172077893684
401,5,1.4959815068589248
402,5,1.4951859855137823
403,5,1.4939863629781132
404,5,1.4931784564073753
405,5,1.4932572239788484
406,5,1.493221368897279
407,5,1.4932597398686023
408,5,1.4932941044008488
409,5,1.4931661997486947
410,5,1.4933645318358801
411,5,1.4933821595584333
412,5,1.4932852496445383
413,5,1.4930903996268048
414,5,1.493217102754744
415,5,1.493299422183205
416,5,1.4932143574765198
417,5,1.4928763781582248
418,5,1.4931850531652469
419,5,1.4934136918352072
420,5,1.4932781672231872
421,5,1.49371196007694
422,5,1.4941453939640534
423,5,1.494650391047196
424,5,1.4952175468781168
425,5,1.495996625737753
426,5,1.4964154217398056
427,5,1.4968091279540678
428,5,1.497307237093984
429,5,1.4977358216245311
430,5,1.498211294166492
431,5,1.4989575986233699
432,5,1.499408542209627
433,5,1.5003220768447163
434,5,1.501313723478977
435,5,1.5017991691064174
436,5,1.5020195808884957
437,5,1.5023353303540652
438,5,1.5024858081710568
439,5,1.502672726123603
440,5,1.5021971727287275
441,5,1.5020730049623479
442,5,1.5014790302529715
443,5,1.5016800909550374
444,5,1.5017400918146095
445,5,1.502021953467266
446,5,1.5023232359157015
447,5,1.5025603859291008
448,5,1.503342936222868
449,5,1.5034996095781752
450,5,1.5040887376977135
451,5,1.5041712894736148
452,5,1.5038241166416153
453,5,1.503041239680251
454,5,1.502829691700568
455,5,1.5023197399980677
456,5,1.5016033290213884
457,5,1.5008284305922732
458,5,1.5006966043912713
459,5,1.499910261098556
460,5,1.4990126161830961
461,5,1.4984362034446874
462,5,1.4971353507048952
463,5,1.4965662726957727
464,5,1.4961011821516539
465,5,1.49562651854405
466,5,1.4955910712541567
467,5,1.4954300196514714
468,5,1.495291317156911
469,5,1.4933383486619778
470,5,1.4916107962870744
471,5,1.4897883800623455
472,5,1.4875716064503979
473,5,1.4859418871171706
