time_step,mean_distance,variance
0.0,0.0,0.0
1.0,0.1189089507062411,0.10511056630341388
2.0,0.26253481431223763,0.19568246208946533
3.0,0.40089089998337885,0.2469217922558359
4.0,0.5252497410946046,0.2661728616350777
5.0,0.6318193069614046,0.266795767721679
6.0,0.7235265617261749,0.26181385177941285
7.0,0.7809634741116538,0.2709574404411297
8.0,0.8040747767764208,0.3066602459667347
9.0,0.800641017132914,0.36402307985623994
10.0,0.7748202935922536,0.4321308457569608
11.0,0.7419312221775759,0.5011323071371271
12.0,0.7105577221092295,0.5651945598107894
13.0,0.6956999343521627,0.6184667640791102
14.0,0.6963314166290377,0.6593367621641567
15.0,0.7051941171290519,0.693930908577902
16.0,0.7278316688560306,0.7167522288190801
17.0,0.7638524278110347,0.7228143953851693
18.0,0.8026843787239304,0.7250640191927443
19.0,0.8440392291789371,0.725343715656649
20.0,0.8914343603541031,0.7189678056632808
21.0,0.9320294856303752,0.7247746508188849
22.0,0.9637125356983894,0.7412131993853429
23.0,0.9933945538474702,0.7649009571483188
24.0,1.0169588322075003,0.7941300256703148
25.0,1.038527909655397,0.8265283795228398
26.0,1.0614509934021206,0.8611724936241099
27.0,1.0825791377985017,0.900005869622567
28.0,1.1042464198716013,0.9318582683643826
29.0,1.1257493759609094,0.9616878813759302
30.0,1.1484473858842477,0.9910895951982392
31.0,1.17195469119826,1.0139372873749446
32.0,1.1945190622317134,1.047065697266853
33.0,1.2181505428879271,1.0770834990627158
34.0,1.2417214762816713,1.1035612905047016
35.0,1.2668965410612023,1.1183827092729126
36.0,1.2914609937019856,1.128066704804725
37.0,1.3176333955116726,1.139357314218945
38.0,1.3438766188775646,1.1543169098477792
39.0,1.368968602304019,1.1734126294112996
40.0,1.3923219594388176,1.195336066265353
41.0,1.4164288853854263,1.2172071254863779
42.0,1.4401398555290523,1.245253933122644
43.0,1.4644482304727944,1.2746059889435175
44.0,1.4871578550226494,1.2968997623475826
45.0,1.5106510297164526,1.3262501681784005
46.0,1.5335583816532352,1.3538569113300358
47.0,1.5584651106469252,1.3788956569974302
48.0,1.5838501870367396,1.4020383237026084
49.0,1.608608744355178,1.4249904399452764
50.0,1.633831918599707,1.4476325246681743
51.0,1.6580555273550206,1.4671641546133682
52.0,1.6822143117331567,1.4891993761492635
53.0,1.706590478190054,1.5095453473482663
54.0,1.7310236543515305,1.5313621858601203
55.0,1.7547064982468774,1.551267767959037
56.0,1.779001576429762,1.5731319866258953
57.0,1.802549659156688,1.5964071438458696
58.0,1.8268266979897212,1.6194131451543812
59.0,1.8509027598653915,1.6410786049055006
60.0,1.873960405433208,1.6645645112659162
61.0,1.8970352985680523,1.685096503606176
62.0,1.9194943003547167,1.706347670052133
63.0,1.941984526508064,1.7264386913657144
64.0,1.9634366685582965,1.7451156661934828
65.0,1.9848400183364172,1.7633478941444434
66.0,2.0069140657090916,1.7816965628390067
67.0,2.027958159143375,1.7956637805747144
68.0,2.049113620534671,1.8115647014041754
69.0,2.0697445210053522,1.8277665954285878
70.0,2.091150327793474,1.8460033309549182
71.0,2.1105060298799394,1.860867147091004
72.0,2.12957579808596,1.8760101731388268
73.0,2.1478112053059304,1.8899653637660565
74.0,2.1649344392598553,1.9041007910523042
75.0,2.1829392050699825,1.9213438481170702
