velocity_velocity,velocity_intercept,velocity_r_squared,velocity_std_err,weight_linear_rate,weight_linear_intercept,weight_linear_r_squared,weight_sqrt_rate,weight_sqrt_intercept,weight_sqrt_r_squared,walk_diffusion_const,walk_diffusive_r_squared,walk_ballistic_r_squared
0.8145633778766431,0.7096013613489811,0.8872689776619754,0.10974125812356844,0.0010671761440885876,4.596552458750689,0.15162506885224894,0.05367317214583982,4.001903289637763,0.26131087447756646,0.0002304078866175021,0.1561374167069646,0.06871842503255644
