time_step,avg_weight,std_weight,num_strings,kept_norm,total_norm
0,1.0,0.0,1,1.0,1.0
1,1.001096077747274,0.03309473007487071,16,1.0,1.0
2,1.0028478225781976,0.05331420472018391,39,0.9999999999999999,0.9999999999999999
3,1.005471122490774,0.07383536131517933,41,0.9999999999999997,0.9999999999999997
4,1.0089608144315214,0.09438964846637604,49,0.9999999999999994,0.9999999999999999
5,1.0133100437171956,0.11488117349906123,57,0.9999999999999994,0.9999999999999996
6,1.0185102890252666,0.1352567332019449,57,0.9999999999999992,0.9999999999999993
7,1.024551393421796,0.1554781483280177,61,0.9999999999999991,0.9999999999999991
8,1.0354711323452104,0.186206320476831,66,0.9999999999999991,0.9999999999999994
9,1.043554347097918,0.20581099052003762,73,0.9999999999999984,0.9999999999999984
10,1.1647207146843293,0.380767968297883,95,0.9999999999999981,0.9999999999999983
11,1.1791156031246313,0.3950347953900911,97,0.9999999999999984,0.9999999999999984
12,1.194057469796638,0.409071080104951,99,0.9999999999999979,0.9999999999999981
13,1.2095199033732709,0.42285471599083746,101,0.999999999999998,0.999999999999998
14,1.2254759750637099,0.4363680509445703,101,0.9999999999999971,0.9999999999999977
15,1.2418983305746867,0.44959744603591106,105,0.9999999999999973,0.9999999999999974
16,1.258759282724294,0.46253291378144157,105,0.999999999999997,0.9999999999999974
17,1.2760309043132965,0.4751678169351388,109,0.9999999999999969,0.9999999999999971
18,1.2936851208601556,0.48749861293734964,109,0.9999999999999953,0.9999999999999959
19,1.3116938028092253,0.4995246323477027,115,0.9999999999999952,0.9999999999999961
20,1.3300288568265393,0.5112478820706599,121,0.9999999999999946,0.9999999999999947
21,1.3486623158045294,0.5226728661241122,121,0.9999999999999948,0.9999999999999953
22,1.3675664272056627,0.5338064182277508,125,0.9999999999999938,0.9999999999999943
23,1.3867137393853257,0.5446575416976681,129,0.9999999999999932,0.9999999999999937
24,1.4060771855463883,0.5552372531049716,133,0.9999999999999928,0.9999999999999929
25,1.4256301649915297,0.5655584269473967,133,0.9999999999999933,0.9999999999999933
26,1.4453466213545922,0.575635639240048,133,0.9999999999999926,0.999999999999993
27,1.4652011175088513,0.5854850084885316,135,0.9999999999999916,0.999999999999992
28,1.4851689068680838,0.5951240329910893,137,0.9999999999999905,0.9999999999999916
29,1.505226000815548,0.6045714238447993,145,0.9999999999999899,0.9999999999999906
