name,final_weight,growth_rate,velocity,diffusion_const,final_strings
$R_0$,5.578498683726228,0.0018697937687602948,0.2151398582311677,0.0004506935862054,200.0
$R_1$,5.476827379709871,0.002887740733999636,0.1366576770226082,0.0006505191545551,200.0
$R_2$,5.296773354071105,0.0010671761440885876,0.8145633778766431,0.0002304078866175,200.0
$R_3$,5.538510675560558,0.0028117032862985734,0.5561013014963988,0.0006216368980438,200.0
$R_4$,5.460925543588658,0.0028694133964886643,0.1178135224318621,0.0007597175775458,200.0
$R_5$,5.569420655377707,0.0028352969746450554,0.2858459015380868,0.0005696316803423,200.0
