time_step,avg_weight_mean,avg_weight_std,avg_weight_min,avg_weight_max,num_strings_mean,num_strings_std,kept_norm_mean,kept_norm_std
0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1,1.0006752977479525,0.0008676455495013196,1.000438584955845,1.010889418348884,16.0,0.0,1.0,9.268866325458892e-17
2,1.0024460557306942,0.0023626344694562605,1.0017534744920944,1.0486149144349755,39.064,0.7293174891636722,1.0000000000000002,1.4535020164399574e-16
3,1.0051185184389886,0.003094643901681475,1.003942075776232,1.05603237207299,41.598,2.2050841253793267,1.0,4.3389697557329447e-16
4,1.0088666214021544,0.0041939122117382105,1.0070000779443764,1.0642251592073573,44.505,5.047373079137306,0.9999999999999999,6.578481300601146e-16
5,1.0135909239876373,0.005124819585494346,1.0109214678373093,1.073177382124641,54.287,1.936138166557324,1.0,5.470820393885267e-16
6,1.0193435474454113,0.006033072654541992,1.015698551932262,1.0828717909674153,57.6,1.5931101656822075,1.0,8.175720345674274e-16
7,1.0260741562783706,0.0070476137346087405,1.0213219843724213,1.0932898419838506,59.689,3.1550402533089725,1.0,9.094075277404945e-16
8,1.0337405307597636,0.00834890986253855,1.0277808009689273,1.104487250565637,63.295,4.009984413934774,1.0,1.2037347072838043e-15
9,1.0423205229087462,0.009330428560844135,1.0350624590235535,1.1162312434471497,67.641,5.606970572421436,0.9999999999999999,1.6094405046484497e-15
10,1.052005060028325,0.010605986161863812,1.043152882794523,1.1286824311924937,74.022,3.401105114517921,0.9999999999999999,1.7071389383476048e-15
11,1.0622842574069025,0.01178446921678378,1.0520365144028878,1.143096110855358,77.744,3.5302215227942897,0.9999999999999999,2.3941155739909482e-15
12,1.073963392064365,0.013606234576780372,1.0616963699531148,1.1663148404216799,81.364,1.9564007769370968,0.9999999999999999,2.310333834298263e-15
13,1.0860759616775626,0.014676244835861916,1.0721141006185835,1.18133651690921,81.828,2.820357424157424,0.9999999999999999,2.500857147423356e-15
14,1.0992345193258448,0.016153003433616194,1.0832700584212576,1.1969016311925498,83.532,4.869186379673712,0.9999999999999999,2.898809113038309e-15
15,1.1131112630381546,0.01791319508083954,1.0951433664144845,1.2193200741251735,87.02,6.555425234109537,0.9999999999999998,3.3477430992132368e-15
16,1.1278269782839363,0.019321476245251858,1.107711992959121,1.235437601194256,92.784,6.62052445052504,0.9999999999999997,3.960901718487728e-15
17,1.14313046220854,0.020508020389265302,1.1209528297659157,1.2612497886082883,98.619,4.168673530033267,0.9999999999999997,4.3297431148910885e-15
18,1.1588337419577754,0.02144283077782471,1.1348417733613954,1.2792188903729433,101.936,2.1862991561083227,0.9999999999999997,4.4018263834172696e-15
19,1.1757252954438489,0.022953199263127524,1.1493538096205733,1.2980012349978167,103.4,3.3594642430006703,0.9999999999999996,4.647432568682448e-15
20,1.1933002578342644,0.02395419318116824,1.164463100997549,1.3166794433794264,105.795,3.9928655123858254,0.9999999999999996,5.0009576835806644e-15
21,1.2112023264179541,0.024851734449537876,1.1801430760746106,1.3356791321312023,108.741,3.398517176652165,0.9999999999999994,5.205617809452249e-15
22,1.2294613195006707,0.02597182089297782,1.1963665210419336,1.3549718268496602,110.798,3.8777823559348708,0.9999999999999994,5.623992506500605e-15
23,1.2485322756074277,0.02726280636683863,1.213105672713244,1.3823119604763936,112.995,5.4862532752325555,0.9999999999999993,5.9375927249294835e-15
24,1.2679626701183575,0.02801070950637105,1.23033231267805,1.402602459476124,116.594,6.4181900875558355,0.9999999999999991,6.3610102001036314e-15
25,1.288102431062547,0.02995844656365009,1.248017862188211,1.4333857505276115,120.931,6.028784205791406,0.9999999999999989,6.600766546253098e-15
26,1.308519185025417,0.031262145674149665,1.2661334773756834,1.4553337378882343,124.866,4.924433368419127,0.9999999999999987,6.907068541603239e-15
